"","AUR","Price","AgeRating","Size","HasSubtitle","InAppSum","InAppMin","InAppMax","InAppCount","InAppAvg","descriptionTermCount","DevType","LanguagesCount","EngSupported","GenreCount","months","monthsSinceUpdate","GameFree","Ratings"
"3139",0,0,"4+",16564224,0,0,0,0,0,0,214,"Professional",1,"1",3,"2",68,"1","-1"
"3140",0,0,"4+",6004736,0,0,0,0,0,0,260,"Professional",1,"1",3,"2",68,"1","-1"
"3141",3.5,0,"4+",39944192,0,0.99,0.99,0.99,1,0.99,100,"Professional",1,"1",3,"1",69,"0","0"
"3142",0,0,"4+",13737984,0,28.95,1.99,10.99,5,5.79,132,"Professional",1,"1",2,"1",69,"0","-1"
"3143",2,0,"4+",34848768,0,2.99,2.99,2.99,1,2.99,59,"Professional",1,"1",2,"2",68,"0","0"
"3144",4.5,0,"9+",189669376,0,120.92,0.99,49.99,8,15.115,274,"Professional",5,"1",2,"3",50,"0","1"
"3145",0,0,"4+",27492352,0,7.97,0.99,4.99,3,2.65666666666667,40,"Newbie",3,"1",2,"1",68,"0","-1"
"3146",4,0,"4+",3788800,0,0,0,0,0,0,249,"Newbie",31,"1",3,"1",66,"1","1"
"3147",4,0,"4+",3788800,0,0,0,0,0,0,249,"Newbie",31,"1",3,"1",66,"1","1"
"3148",4,1.99,"9+",1676402688,0,52.97,2.99,35.99,3,17.6566666666667,172,"Newbie",1,"1",2,"7",46,"0","1"
"3149",3.5,3.99,"9+",1257448448,0,0,0,0,0,0,505,"Newbie",6,"1",3,"2",44,"1","1"
"3150",0,0,"4+",8937472,0,0,0,0,0,0,323,"Newbie",1,"1",2,"1",69,"1","-1"
"3151",0,0,"4+",158089216,0,18.98,8.99,9.99,2,9.49,110,"Professional",30,"1",2,"3",67,"0","-1"
"3152",0,0,"4+",286064640,0,0,0,0,0,0,7,"Newbie",1,"1",1,"2",68,"1","-1"
"3153",4.5,0,"9+",52801536,0,40.9,0.99,9.99,10,4.09,142,"Newbie",29,"1",3,"3",63,"0","0"
"3154",4.5,8.99,"4+",118064128,1,7.96,1.99,1.99,4,1.99,148,"Newbie",2,"1",3,"4",18,"0","0"
"3155",0,0,"4+",17981440,0,0,0,0,0,0,88,"Newbie",1,"1",3,"1",69,"1","-1"
"3156",5,0,"4+",174637056,0,11.98,1.99,9.99,2,5.99,83,"Professional",1,"1",3,"1",69,"0","0"
"3157",0,0,"4+",26050560,0,2.99,2.99,2.99,1,2.99,69,"Professional",1,"1",3,"2",68,"0","-1"
"3158",0,0,"4+",75046912,0,1.98,0.99,0.99,2,0.99,183,"Newbie",1,"1",2,"3",67,"0","-1"
"3159",4,0,"4+",52069376,0,23.96,0.99,14.99,4,5.99,452,"Professional",1,"1",3,"3",36,"0","0"
"3160",0,0.99,"4+",57187328,0,0.99,0.99,0.99,1,0.99,325,"Newbie",1,"1",3,"5",29,"0","-1"
"3161",3,0,"4+",69353472,0,2.99,2.99,2.99,1,2.99,65,"Professional",1,"1",2,"1",69,"0","0"
"3162",4.5,0,"4+",29162496,0,2.97,0.99,0.99,3,0.99,533,"Newbie",1,"1",3,"2",43,"0","0"
"3163",0,0,"4+",27959296,0,2.99,2.99,2.99,1,2.99,80,"Professional",1,"1",2,"1",69,"0","-1"
"3164",0,0,"4+",33963008,0,13.98,0.99,12.99,2,6.99,105,"Newbie",1,"1",3,"1",46,"0","-1"
"3165",0,0,"4+",163143680,0,1.99,1.99,1.99,1,1.99,68,"Professional",1,"1",3,"1",69,"0","-1"
"3166",0,0,"4+",137486336,0,5.97,1.99,1.99,3,1.99,75,"Professional",1,"1",3,"1",69,"0","-1"
"3167",4.5,0,"4+",70299648,0,186.94,1.99,99.99,6,31.1566666666667,85,"Professional",25,"1",3,"1",63,"0","1"
"3168",0,0,"4+",19849216,0,0,0,0,0,0,87,"Professional",1,"1",3,"1",69,"1","-1"
"3169",0,0,"4+",51234816,0,0,0,0,0,0,24,"Newbie",1,"1",2,"1",34,"1","-1"
"3170",4.5,0,"4+",109961216,0,0,0,0,1,0,374,"Newbie",1,"1",3,"2",5,"0","1"
"3171",4,0,"9+",17193984,0,0,0,0,0,0,195,"Newbie",1,"1",3,"3",26,"1","0"
"3172",0,0,"4+",11493376,0,4.99,4.99,4.99,1,4.99,22,"Professional",1,"1",2,"1",69,"0","-1"
"3173",3,0,"9+",60112896,0,0,0,0,0,0,92,"Newbie",1,"1",3,"8",59,"1","1"
"3174",3,0,"4+",4358144,0,0.99,0.99,0.99,1,0.99,126,"Newbie",1,"1",3,"2",64,"0","0"
"3175",4,0,"4+",39673856,0,0,0,0,0,0,179,"Professional",1,"1",3,"1",69,"1","0"
"3176",3.5,0,"9+",134649856,0,44.9,0.99,19.99,10,4.49,129,"Professional",22,"1",2,"1",42,"0","0"
"3177",3.5,0,"9+",62899200,0,0,0,0,0,0,139,"Newbie",1,"1",3,"1",4,"1","0"
"3178",0,0,"4+",45192192,1,0,0,0,0,0,371,"Newbie",1,"1",3,"8",28,"1","-1"
"3179",4.5,0,"4+",20233216,0,9.96,0.99,4.99,4,2.49,73,"Professional",2,"1",2,"1",9,"0","0"
"3180",4.5,0,"4+",15872000,0,8.95,0.99,4.99,5,1.79,58,"Newbie",1,"1",2,"1",69,"0","0"
"3181",3.5,0,"4+",18079744,0,2.98,0.99,1.99,2,1.49,49,"Newbie",1,"1",3,"3",67,"0","0"
"3182",0,0,"4+",39841792,0,2.99,2.99,2.99,1,2.99,101,"Professional",1,"1",3,"2",68,"0","-1"
"3183",0,0,"4+",42029056,0,8.97,0.99,4.99,3,2.99,114,"Professional",1,"1",3,"8",62,"0","-1"
"3184",4.5,0,"4+",8988672,0,0,0,0,0,0,28,"Newbie",1,"1",2,"3",19,"1","1"
"3185",4.5,0,"4+",195461120,0,2.99,2.99,2.99,1,2.99,180,"Professional",11,"1",3,"4",6,"0","1"
"3186",0,0,"9+",154992640,0,2.99,2.99,2.99,1,2.99,226,"Newbie",1,"1",3,"12",46,"0","-1"
"3187",0,0,"4+",42725376,0,0,0,0,0,0,123,"Newbie",1,"1",3,"1",69,"1","-1"
"3188",0,0,"4+",23556096,0,16.95,0.99,4.99,5,3.39,119,"Professional",1,"1",3,"4",66,"0","-1"
"3189",3.5,0,"4+",206419968,1,56.9,0.99,19.99,10,5.69,466,"Professional",14,"1",2,"4",16,"0","1"
"3190",4.5,1.99,"9+",5999616,0,0,0,0,0,0,89,"Professional",1,"1",2,"3",17,"1","0"
"3191",0,0,"9+",32497664,0,0,0,0,0,0,504,"Newbie",1,"1",2,"4",66,"1","-1"
"3192",0,0,"4+",172654592,0,1.99,1.99,1.99,1,1.99,84,"Professional",1,"1",3,"1",69,"0","-1"
"3193",4,0,"4+",37515264,0,2.99,2.99,2.99,1,2.99,79,"Professional",1,"1",2,"1",69,"0","0"
"3194",4.5,0,"4+",19562496,0,15.94,0.99,4.99,6,2.65666666666667,104,"Newbie",1,"1",2,"2",68,"0","0"
"3195",2.5,4.99,"4+",417460224,0,0.99,0.99,0.99,1,0.99,109,"Professional",2,"1",2,"9",51,"0","1"
"3196",4.5,3.99,"4+",164665344,0,0,0,0,0,0,282,"Newbie",7,"1",2,"2",32,"1","1"
"3197",2.5,0,"4+",417447936,0,5.98,0.99,4.99,2,2.99,115,"Professional",2,"1",2,"1",52,"0","0"
"3198",0,0,"4+",15941632,0,0,0,0,2,0,90,"Newbie",1,"1",3,"2",59,"0","-1"
"3199",3,4.99,"9+",62307328,1,5.96,0.99,1.99,4,1.49,195,"Professional",1,"1",3,"1",25,"0","1"
"3200",4,0,"4+",39842816,1,9.99,9.99,9.99,1,9.99,167,"Newbie",31,"1",2,"1",10,"0","0"
"3201",3,0,"4+",35745792,0,2.99,2.99,2.99,1,2.99,60,"Professional",1,"1",2,"2",68,"0","0"
"3202",3,0,"4+",29745152,0,63.91,0.99,20.99,9,7.10111111111111,357,"Professional",31,"1",3,"6",56,"0","0"
"3203",4,0,"4+",58126336,0,2.99,2.99,2.99,1,2.99,73,"Professional",1,"1",2,"1",69,"0","0"
"3204",5,0,"9+",102265856,0,22.92,1.99,8.99,8,2.865,184,"Newbie",1,"1",2,"6",17,"0","1"
"3205",4,0,"4+",40771584,0,0.99,0.99,0.99,1,0.99,110,"Professional",1,"1",3,"1",69,"0","0"
"3206",0,0.99,"4+",78150656,1,0,0,0,0,0,165,"Newbie",1,"1",2,"1",21,"1","-1"
"3207",4.5,4.99,"4+",237453312,0,0,0,0,0,0,111,"Professional",4,"1",3,"3",9,"1","1"
"3208",0,0,"4+",9273344,0,0,0,0,0,0,62,"Newbie",1,"1",3,"2",24,"1","-1"
"3209",0,0,"4+",15881216,0,0,0,0,0,0,88,"Newbie",1,"1",2,"1",29,"1","-1"
"3210",0,0,"4+",29661184,0,0,0,0,0,0,148,"Professional",16,"1",2,"2",32,"1","-1"
"3211",0,0,"4+",30246912,0,0,0,0,0,0,123,"Professional",16,"1",2,"2",32,"1","-1"
"3212",0,0,"4+",25212928,0,0,0,0,0,0,118,"Professional",16,"1",2,"2",32,"1","-1"
"3213",0,0,"4+",25262080,0,0,0,0,0,0,120,"Professional",16,"1",2,"2",32,"1","-1"
"3214",0,0,"4+",26470400,0,0,0,0,0,0,130,"Professional",16,"1",2,"2",32,"1","-1"
"3215",0,0,"4+",7786496,0,0,0,0,0,0,41,"Professional",21,"1",3,"1",65,"1","-1"
"3216",0,0,"4+",35848192,0,2.99,2.99,2.99,1,2.99,58,"Professional",1,"1",2,"2",68,"0","-1"
"3217",0,0,"4+",10690560,0,0,0,0,0,0,87,"Newbie",1,"1",3,"2",50,"1","-1"
"3218",3.5,0,"9+",53517312,1,0,0,0,0,0,95,"Newbie",1,"1",3,"2",5,"1","1"
"3219",4.5,2.99,"9+",34201600,0,0,0,0,0,0,142,"Professional",1,"1",2,"2",50,"1","0"
"3220",0,0,"4+",307113984,0,257.92,0.99,99.99,8,32.24,24,"Newbie",1,"1",2,"12",57,"0","-1"
"3221",3.5,0,"4+",107941888,0,12.97,0.99,9.99,3,4.32333333333333,132,"Newbie",1,"1",2,"2",68,"0","0"
"3222",0,0,"4+",52342784,0,32.93,0.99,10.99,7,4.70428571428571,280,"Newbie",2,"1",3,"3",67,"0","-1"
"3223",5,2.99,"9+",45827072,0,0,0,0,0,0,99,"Professional",1,"1",2,"3",44,"1","0"
"3224",0,0,"4+",60289024,0,9.97,0.99,6.99,3,3.32333333333333,135,"Professional",1,"1",3,"3",67,"0","-1"
"3225",5,0,"4+",11866112,0,0,0,0,0,0,96,"Professional",2,"1",3,"2",63,"1","0"
"3226",5,0,"4+",50015232,1,40.9,0.99,19.99,10,4.09,74,"Professional",1,"1",2,"2",15,"0","1"
"3227",0,0,"4+",29175808,0,0,0,0,0,0,258,"Professional",1,"1",3,"4",66,"1","-1"
"3228",3.5,0,"4+",15949824,0,2.99,2.99,2.99,1,2.99,43,"Professional",1,"1",2,"2",62,"0","1"
"3229",4,0,"9+",13232128,0,0,0,0,0,0,110,"Newbie",1,"1",3,"4",24,"1","0"
"3230",3,0,"4+",164929536,0,54.93,0.99,24.99,7,7.84714285714286,135,"Professional",1,"1",3,"3",67,"0","0"
"3231",0,1.99,"4+",25042944,0,0,0,0,0,0,325,"Newbie",10,"1",3,"3",29,"1","-1"
"3232",4.5,0,"4+",31795200,0,1.99,1.99,1.99,1,1.99,122,"Newbie",1,"1",3,"2",30,"0","0"
"3233",3,0,"4+",32657408,0,0.99,0.99,0.99,1,0.99,149,"Professional",1,"1",3,"2",61,"0","0"
"3234",4.5,0,"4+",2143232,0,3.98,0.99,2.99,2,1.99,228,"Newbie",1,"1",3,"5",9,"0","0"
"3235",0,0,"4+",20455424,0,0,0,0,0,0,149,"Newbie",1,"1",2,"4",58,"1","-1"
"3236",4,0,"4+",14659584,1,0,0,0,0,0,54,"Professional",1,"1",3,"2",24,"1","1"
"3237",0,0,"4+",21268480,1,0,0,0,0,0,53,"Professional",1,"1",3,"2",8,"1","-1"
"3238",2.5,0,"9+",6375424,0,50.95,0.99,29.99,5,10.19,248,"Newbie",9,"1",2,"2",6,"0","0"
"3239",4.5,0,"4+",100304896,1,320.9,0.99,99.99,10,32.09,397,"Professional",3,"1",3,"5",17,"0","1"
"3240",4.5,0,"4+",44871680,0,12.9,0.99,2.99,10,1.29,169,"Professional",1,"1",2,"2",53,"0","0"
"3241",5,0,"4+",23158784,0,5.96,0.99,2.99,4,1.49,24,"Newbie",1,"1",3,"2",68,"0","0"
"3242",0,0,"4+",51908608,0,0,0,0,0,0,172,"Professional",1,"1",3,"2",68,"1","-1"
"3243",5,0,"4+",165281792,1,41.9,0.99,15.99,10,4.19,308,"Newbie",8,"1",3,"2",4,"0","1"
"3244",5,0,"4+",50597888,0,11.94,0.99,2.99,6,1.99,244,"Professional",1,"1",3,"2",52,"0","0"
"3245",4.5,0,"4+",94076928,0,67.95,0.99,49.99,5,13.59,128,"Professional",31,"1",3,"2",54,"0","0"
"3246",4.5,2.99,"4+",29076480,0,0,0,0,0,0,335,"Newbie",1,"1",3,"2",28,"1","0"
"3247",0,0,"4+",33539072,0,1.98,0.99,0.99,2,0.99,60,"Newbie",1,"1",2,"2",11,"0","-1"
"3248",0,0,"4+",48685056,0,1.99,1.99,1.99,1,1.99,180,"Professional",1,"1",3,"2",68,"0","-1"
"3249",0,0,"4+",26058752,0,0.99,0.99,0.99,1,0.99,75,"Newbie",1,"1",3,"12",58,"0","-1"
"3250",4.5,0.99,"4+",37594112,0,0,0,0,0,0,104,"Newbie",1,"1",3,"2",31,"1","0"
"3251",0,0,"4+",39190528,0,2.99,2.99,2.99,1,2.99,16,"Professional",1,"1",3,"3",67,"0","-1"
"3252",0,0,"9+",23212032,0,9.96,0.99,3.99,4,2.49,254,"Newbie",1,"1",3,"3",67,"0","-1"
"3253",0,0,"4+",70832128,0,2.99,2.99,2.99,1,2.99,96,"Professional",1,"1",2,"2",68,"0","-1"
"3254",4.5,0,"4+",32227328,0,1.99,1.99,1.99,1,1.99,203,"Newbie",31,"1",3,"2",66,"0","0"
"3255",4.5,1.99,"4+",23183360,1,0,0,0,0,0,202,"Professional",1,"1",3,"2",25,"1","0"
"3256",0,1.99,"4+",16292864,0,0,0,0,0,0,149,"Newbie",1,"1",2,"2",30,"1","-1"
"3257",4,1.99,"9+",240103424,0,0,0,0,0,0,291,"Newbie",1,"1",3,"2",56,"1","1"
"3258",4,0,"4+",5672960,0,0,0,0,0,0,56,"Newbie",1,"1",2,"2",68,"1","0"
"3259",4.5,0,"9+",81715200,0,16.97,1.99,9.99,3,5.65666666666667,147,"Professional",1,"1",2,"2",68,"0","0"
"3260",0,0,"4+",78680064,0,0,0,0,0,0,305,"Professional",1,"1",2,"2",68,"1","-1"
"3261",0,0.99,"4+",1472512,0,0,0,0,0,0,35,"Professional",1,"1",3,"3",31,"1","-1"
"3262",4.5,0.99,"9+",90389504,0,0,0,0,0,0,461,"Newbie",1,"1",2,"5",6,"1","0"
"3263",4.5,0,"4+",25079808,0,0,0,0,0,0,62,"Professional",1,"1",3,"2",43,"1","1"
"3264",0,0.99,"4+",5525504,1,0,0,0,0,0,467,"Newbie",1,"1",2,"2",17,"1","-1"
"3265",0,0.99,"4+",917504,0,0,0,0,0,0,20,"Professional",1,"1",2,"2",32,"1","-1"
"3266",2.5,0,"4+",12320768,0,24.94,1.99,7.99,6,4.15666666666667,65,"Professional",1,"1",3,"4",54,"0","0"
"3267",4.5,0,"9+",55328768,0,20.95,0.99,9.99,5,4.19,139,"Professional",1,"1",3,"4",48,"0","0"
"3268",0,0,"4+",140143616,1,0,0,0,0,0,306,"Newbie",1,"1",3,"5",15,"1","-1"
"3269",3.5,0.99,"9+",116626432,0,43.9,0.99,19.99,10,4.39,90,"Professional",22,"1",2,"2",42,"0","0"
"3270",1.5,4.99,"9+",342419456,0,0,0,0,0,0,283,"Professional",2,"1",3,"2",48,"1","0"
"3271",4.5,0,"4+",233630720,1,184.95,4.99,99.99,5,36.99,250,"Newbie",1,"1",2,"8",10,"0","1"
"3272",0,0,"4+",48689152,0,2.99,2.99,2.99,1,2.99,147,"Professional",1,"1",3,"5",65,"0","-1"
"3273",2,0,"9+",24174592,0,46.96,4.99,21.99,4,11.74,78,"Professional",1,"1",3,"2",27,"0","0"
"3274",0,0,"4+",19849216,0,0,0,0,0,0,87,"Professional",1,"1",3,"2",68,"1","-1"
"3275",0,0,"9+",53929984,0,5.95,0.99,1.99,5,1.19,88,"Newbie",1,"1",3,"8",40,"0","-1"
"3276",4,0,"4+",44244992,0,2.99,2.99,2.99,1,2.99,114,"Professional",1,"1",3,"7",63,"0","0"
"3277",4,0,"4+",10531840,0,0,0,0,0,0,112,"Newbie",1,"1",3,"3",32,"1","0"
"3278",4.5,0,"4+",53178368,0,2.99,2.99,2.99,1,2.99,63,"Professional",1,"1",3,"9",61,"0","0"
"3279",4,0,"4+",1360867328,0,1.99,1.99,1.99,1,1.99,196,"Professional",1,"1",3,"5",62,"0","0"
"3280",3.5,0,"4+",1151950848,0,4.99,4.99,4.99,1,4.99,207,"Professional",1,"1",3,"5",62,"0","1"
"3281",0,0,"9+",17346560,0,0,0,0,0,0,137,"Newbie",1,"1",2,"2",17,"1","-1"
"3282",0,0,"9+",16745472,0,0,0,0,0,0,157,"Newbie",1,"1",3,"2",6,"1","-1"
"3283",0,0,"9+",94069760,0,0,0,0,0,0,94,"Newbie",1,"1",3,"2",9,"1","-1"
"3284",4.5,1.99,"9+",255356928,0,0,0,0,0,0,218,"Newbie",1,"1",3,"2",59,"1","1"
"3285",3,0,"9+",96177152,0,227.94,2.99,99.99,6,37.99,134,"Newbie",9,"1",1,"3",35,"0","0"
"3286",4.5,0,"4+",171937792,1,87.9,2.99,19.99,10,8.79,343,"Professional",1,"1",3,"4",6,"0","1"
"3287",3.5,0,"4+",51490816,0,0,0,0,0,0,142,"Professional",1,"1",3,"3",66,"1","0"
"3288",0,0,"4+",10874880,0,18.98,4.99,13.99,2,9.49,10,"Professional",1,"1",3,"2",68,"0","-1"
"3289",0,1.99,"4+",29670400,0,0,0,0,0,0,64,"Professional",1,"1",3,"2",39,"1","-1"
"3290",3.5,0,"4+",22585344,0,18.93,0.99,3.99,7,2.70428571428571,71,"Newbie",1,"1",3,"2",62,"0","0"
"3291",3.5,0,"4+",5496832,0,0,0,0,0,0,62,"Newbie",1,"1",3,"2",68,"1","0"
"3292",3.5,0,"4+",40759296,0,0.99,0.99,0.99,1,0.99,98,"Professional",1,"1",3,"2",68,"0","0"
"3293",4.5,0,"9+",88822784,0,202.92,0.99,99.99,8,25.365,475,"Professional",4,"1",3,"3",30,"0","0"
"3294",0,0,"4+",46030848,0,0,0,0,0,0,164,"Newbie",1,"1",3,"2",50,"1","-1"
"3295",4.5,0,"9+",94068736,0,115.86,0.99,49.99,14,8.27571428571429,102,"Professional",1,"1",3,"2",23,"0","1"
"3296",3.5,0,"4+",4608000,0,0,0,0,0,0,50,"Newbie",1,"1",3,"2",68,"1","0"
"3297",0,0,"4+",5364736,0,0.99,0.99,0.99,1,0.99,119,"Newbie",1,"1",3,"2",29,"0","-1"
"3298",0,0,"4+",19848192,0,0.99,0.99,0.99,1,0.99,57,"Professional",2,"1",3,"2",36,"0","-1"
"3299",4.5,0,"4+",3932160,0,1.99,1.99,1.99,1,1.99,56,"Newbie",1,"1",3,"2",62,"0","0"
"3300",0,0,"4+",14323712,0,0,0,0,0,0,42,"Newbie",1,"1",3,"2",67,"1","-1"
"3301",4,0,"4+",11026432,0,0,0,0,0,0,12,"Professional",1,"1",3,"2",68,"1","0"
"3302",4,0,"4+",56733696,0,0,0,0,0,0,49,"Professional",1,"1",2,"3",67,"1","1"
"3303",0,0,"4+",23228416,0,11.98,1.99,9.99,2,5.99,123,"Professional",1,"1",2,"2",68,"0","-1"
"3304",4,0,"9+",289233920,0,183.94,0.99,99.99,6,30.6566666666667,299,"Newbie",6,"1",2,"5",13,"0","0"
"3305",4.5,0,"4+",15441920,0,0.99,0.99,0.99,1,0.99,103,"Professional",1,"1",3,"3",67,"0","0"
"3306",4.5,0,"9+",299278336,0,128.9,1.99,49.99,10,12.89,260,"Newbie",1,"1",2,"3",63,"0","0"
"3307",0,0,"4+",40271872,0,2.99,2.99,2.99,1,2.99,171,"Professional",1,"1",3,"3",67,"0","-1"
"3308",0,0,"4+",35221504,0,3.99,3.99,3.99,1,3.99,86,"Newbie",1,"1",3,"2",68,"0","-1"
"3309",0,0,"4+",20430848,0,0,0,0,0,0,164,"Newbie",1,"1",3,"2",65,"1","-1"
"3310",3.5,0,"4+",11534336,0,0,0,0,0,0,45,"Professional",1,"1",3,"2",68,"1","0"
"3311",2,0,"9+",29809664,0,0,0,0,0,0,62,"Newbie",1,"1",3,"5",42,"1","0"
"3312",4,0,"4+",24258560,1,1.99,1.99,1.99,1,1.99,417,"Professional",1,"1",2,"3",3,"0","1"
"3313",3,0,"4+",13328384,0,0,0,0,0,0,38,"Professional",1,"1",2,"2",68,"1","0"
"3314",3.5,0,"4+",156946432,0,74.9,0.99,19.99,10,7.49,78,"Newbie",1,"1",2,"3",52,"0","0"
"3315",0,0,"4+",26742784,0,2.99,2.99,2.99,1,2.99,16,"Professional",1,"1",3,"3",67,"0","-1"
"3316",4.5,0,"4+",42917888,0,15.93,0.99,4.99,7,2.27571428571429,290,"Professional",1,"1",3,"3",44,"0","1"
"3317",4.5,0,"9+",57028608,0,47.91,0.99,14.99,9,5.32333333333333,250,"Professional",1,"1",3,"3",54,"0","1"
"3318",4.5,0,"4+",15969280,0,0,0,0,0,0,66,"Professional",2,"1",2,"2",9,"1","0"
"3319",0,0,"4+",44122112,0,0,0,0,0,0,107,"Professional",1,"1",3,"5",41,"1","-1"
"3320",0,0,"4+",14180352,0,0,0,0,0,0,63,"Newbie",2,"1",3,"3",67,"1","-1"
"3321",0,0,"4+",65126400,0,0,0,0,0,0,28,"Professional",6,"1",3,"3",67,"1","-1"
"3322",0,0,"4+",25631744,1,0,0,0,0,0,60,"Professional",1,"1",3,"3",8,"1","-1"
"3323",0,0,"4+",21050368,1,8.97,1.99,3.99,3,2.99,84,"Newbie",49,"1",3,"3",17,"0","-1"
"3324",4.5,0,"4+",26772480,0,0,0,0,0,0,106,"Newbie",1,"1",3,"3",7,"1","1"
"3325",4,0,"4+",51298304,0,0.99,0.99,0.99,1,0.99,110,"Newbie",1,"1",3,"6",64,"0","0"
"3326",0,8.99,"4+",118030336,0,13.95,0.99,9.99,5,2.79,47,"Newbie",1,"0",3,"4",18,"0","-1"
"3327",4.5,0,"4+",19902464,0,14.9,0.99,4.99,10,1.49,84,"Newbie",1,"1",3,"2",58,"0","1"
"3328",0,0.99,"4+",9818112,0,0,0,0,0,0,469,"Newbie",2,"1",2,"2",65,"1","-1"
"3329",4.5,0,"4+",36421632,0,12.94,0.99,3.99,6,2.15666666666667,72,"Newbie",3,"1",2,"5",64,"0","1"
"3330",4.5,0,"4+",245390336,1,114.9,1.99,35.99,10,11.49,503,"Newbie",5,"1",3,"5",3,"0","1"
"3331",4.5,0,"9+",79251456,1,0,0,0,0,0,15,"Newbie",2,"1",3,"2",16,"1","1"
"3332",2,0,"9+",46243840,0,30.96,0.99,17.99,4,7.74,216,"Newbie",1,"1",3,"5",53,"0","0"
"3333",0,0,"4+",59256832,0,8.97,1.99,3.99,3,2.99,16,"Professional",1,"1",3,"3",67,"0","-1"
"3334",5,0,"4+",74209280,0,0,0,0,0,0,106,"Newbie",6,"1",2,"4",26,"1","0"
"3335",4.5,0,"4+",12365824,0,35.96,2.99,19.99,4,8.99,93,"Newbie",1,"1",3,"6",64,"0","0"
"3336",0,0,"4+",15785984,0,2.99,2.99,2.99,1,2.99,16,"Professional",1,"1",3,"3",67,"0","-1"
"3337",0,0,"4+",34635776,0,2.99,2.99,2.99,1,2.99,99,"Professional",1,"1",2,"3",67,"0","-1"
"3338",5,0,"4+",17361920,0,2.98,0.99,1.99,2,1.49,159,"Newbie",2,"1",3,"3",32,"0","0"
"3339",4,0,"9+",169394176,0,7.98,3.99,3.99,2,3.99,209,"Newbie",1,"1",2,"3",67,"0","0"
"3340",4.5,0.99,"4+",67008512,1,0,0,0,0,0,673,"Professional",1,"1",2,"2",9,"1","1"
"3341",4.5,0,"9+",248382464,0,277.9,0.99,99.99,10,27.79,453,"Newbie",2,"1",3,"4",20,"0","1"
"3342",0,0,"4+",1490944,0,0,0,0,0,0,39,"Newbie",1,"1",2,"1",45,"1","-1"
"3343",2.5,0,"4+",89403392,0,0,0,0,0,0,227,"Newbie",1,"1",3,"3",58,"1","0"
"3344",3.5,0,"4+",18073600,1,0,0,0,0,0,103,"Professional",1,"1",2,"3",3,"1","0"
"3345",0,0,"4+",33476608,0,2.99,2.99,2.99,1,2.99,16,"Professional",1,"1",3,"3",67,"0","-1"
"3346",4.5,0,"4+",79140864,1,191.94,1.99,99.99,6,31.99,24,"Professional",2,"1",2,"5",25,"0","1"
"3347",0,0,"4+",76414976,0,0,0,0,0,0,163,"Professional",1,"1",3,"3",67,"1","-1"
"3348",4,0,"9+",642767872,1,205.92,0.99,99.99,8,25.74,313,"Newbie",3,"1",3,"3",3,"0","1"
"3349",5,0,"4+",83496960,0,0,0,0,0,0,68,"Newbie",16,"1",2,"3",43,"1","0"
"3350",0,0,"4+",30811136,1,7.95,0.99,2.99,5,1.59,80,"Newbie",25,"1",2,"3",10,"0","-1"
"3351",4,0,"4+",24289280,0,0,0,0,0,0,92,"Professional",1,"1",3,"2",68,"1","0"
"3352",2.5,0,"4+",180797440,0,0,0,0,0,0,386,"Newbie",1,"1",3,"3",66,"1","0"
"3353",0,0,"4+",8548352,0,0,0,0,0,0,24,"Professional",1,"1",2,"3",64,"1","-1"
"3354",0,0,"4+",42127360,0,2.99,2.99,2.99,1,2.99,110,"Professional",1,"1",2,"3",66,"0","-1"
"3355",0,0,"4+",24637440,0,2.99,2.99,2.99,1,2.99,84,"Professional",1,"1",2,"3",67,"0","-1"
"3356",4.5,0,"4+",4878336,0,0,0,0,0,0,43,"Newbie",1,"1",2,"3",60,"1","0"
"3357",4.5,0.99,"4+",69922816,0,0,0,0,0,0,173,"Newbie",1,"1",2,"4",44,"1","1"
"3358",4.5,0,"9+",166178816,0,2.97,0.99,0.99,3,0.99,132,"Newbie",1,"1",3,"9",59,"0","1"
"3359",0,0.99,"4+",10210304,0,0,0,0,0,0,145,"Newbie",1,"1",3,"3",39,"1","-1"
"3360",4,0,"9+",144228352,0,25.9,0.99,4.99,10,2.59,359,"Professional",1,"1",3,"6",48,"0","0"
"3361",4.5,0,"9+",628518912,0,91.92,0.99,49.99,8,11.49,290,"Professional",1,"1",3,"4",26,"0","1"
"3362",3.5,0,"9+",77365248,0,0,0,0,0,0,72,"Newbie",1,"1",2,"3",67,"1","0"
"3363",4.5,0,"4+",4759552,0,0,0,0,0,0,24,"Newbie",1,"1",2,"3",66,"1","0"
"3364",0,1.99,"4+",18837504,0,0,0,0,0,0,112,"Professional",1,"1",3,"3",28,"1","-1"
"3365",0,0,"4+",24551424,0,3.99,3.99,3.99,1,3.99,136,"Professional",1,"1",2,"3",67,"0","-1"
"3366",4.5,2.99,"4+",31986688,0,20.99,20.99,20.99,1,20.99,35,"Professional",1,"1",3,"3",26,"0","1"
"3367",4.5,0,"4+",8820736,0,0,0,0,0,0,220,"Newbie",2,"1",3,"3",6,"1","0"
"3368",3.5,0,"4+",27467776,0,9.96,0.99,4.99,4,2.49,114,"Professional",1,"1",3,"3",67,"0","0"
"3369",0,0,"9+",134340608,0,14.96,0.99,9.99,4,3.74,152,"Newbie",1,"1",3,"3",67,"0","-1"
"3370",0,0,"4+",93729792,0,26.95,0.99,16.99,5,5.39,63,"Professional",1,"1",2,"4",30,"0","-1"
